CO_UNIDADE;CO_CNES;NO_FANTASIA;CO_CEP;TP_UNIDADE;ESTADO_CODIGO;CO_TIPO_ESTABELECIMENTO;ANO;MES;CO_SUB_TIPO_UNIDADE;TIPO;MUNICIPIO_CODIGO;ESTADO_NOME;ESTADO_POPULACAO;MUNICIPIO_NOME;MUNICIPIO_POPULACAO;ESTADO_SIGLA;REGIAO_SAUDE_CODIGO;REGIAO_SAUDE_NOME;REGIAO_SAUDE_POPULACAO
3202403467678;3467678;CENTRO DE ATENCAO PSICOSSOCIAL DE GUARAPARI CAPS II;29200186;70;32;17;2018;12;2;CAPS II;320240;Espírito Santo;3975100;Guarapari;132915;ES;32002;Metropolitana;2383044
3151805949866;5949866;CAPS 2 GIRASSOL;37701000;70;31;;2018;12;2;CAPS II;315180;Minas Gerais;20732660;Poços de Caldas;172869;MG;31006;Poços de Caldas;243182
2105302645491;2645491;CAPSIII CENTRO DE ATENCAO PSICOSSOCIAL DE IMPERATRIZ;65901550;70;21;17;2018;12;2;CAPS II;210530;Maranhão;6800605;Imperatriz;273027;MA;21008;Imperatriz;538362
4203003049183;3049183;CAPS CENTRO DE ATENCAO PSICOSSOCIAL;89503414;70;42;;2018;12;2;CAPS II;420300;Santa Catarina;7762154;Caçador;74105;SC;42009;Alto Vale do Rio do Peixe;288553
3126102108968;2108968;CAPS DE FORMIGA;35570000;70;31;;2018;12;2;CAPS II;312610;Minas Gerais;20732660;Formiga;68099;MG;31030;Formiga;120911
3531306363202;6363202;CAPS I MARIA ESTELA FERNANDES MONTE ALTO;15910000;70;35;;2018;12;1;CAPS I;353130;São Paulo;46024937;Monte Alto;47478;SP;35131;Horizonte Verde;414404
2919502533049;2533049;CAPS CENTRO ATENDIMENTO PSICOSSOCIAL DE LIVRAMENTO;46140000;70;29;17;2018;12;2;CAPS II;291950;Bahia;14659023;Livramento de Nossa Senhora;43898;BA;29003;Brumado;395201
2702302005514;2005514;CENTRO DE ATENCAO PSICOSSOCIAL DR DJALMA GUTTEMBERG BREDA;57230000;70;27;;2018;12;1;CAPS I;270230;Alagoas;3125254;Coruripe;49951;AL;27006;6ª Região de Saúde;185604
3114207949723;7949723;CAPS I DR MARCONDES JOSE DA SILVA;35557000;70;31;;2018;12;1;CAPS I;311420;Minas Gerais;20732660;Carmo do Cajuru;23374;MG;31086;Divinópolis;366590
3108257946430;7946430;CENTRO DE ATENCAO PSICOSSOCIAL;39490000;70;31;17;2018;12;1;CAPS I;310825;Minas Gerais;20732660;Bonito de Minas;9917;MG;31053;Januária;109242
3525903345130;3345130;CAPSI II INF E ADOL CENTRO DE ATENCAO PSICOSSOCIAL ANHANGA;13208050;70;35;;2018;12;4;CAPS INFANTO/JUVENIL;352590;São Paulo;46024937;Jundiaí;459789;SP;35073;Jundiaí;878678
3303905441870;5441870;CAPS II NISE DA SILVEIRA;25680004;70;33;;2018;12;2;CAPS II;330390;Rio de Janeiro;16615526;Petrópolis;304758;RJ;33009;Serrana;972989
2609609519017;9519017;CAPS INFANTOJUVENIL VALERIO MACIEL LEITAO;53030060;70;26;;2018;12;4;CAPS INFANTO/JUVENIL;260960;Pernambuco;9051113;Olinda;349920;PE;26010;Recife;3974714
3540002031108;2031108;CENTRO DE ATENCAO PSICOSSOCIAL DE POMPEIA;17580000;70;35;;2018;12;1;CAPS I;354000;São Paulo;46024937;Pompéia;20171;SP;35093;Marília;381781
5201706213154;6213154;CENTRO DE ATENCAO PSICOSSOCIAL MODALIDADE 1;76240000;70;52;17;2018;12;1;CAPS I;520170;Goiás;6950976;Aragarças;18096;GO;52009;Oeste I;116300
3306300024783;24783;CAPS VIVA VIDA CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL;27264730;70;33;17;2018;12;4;CAPS INFANTO/JUVENIL;330630;Rio de Janeiro;16615526;Volta Redonda;270543;RJ;33004;Médio Paraíba;873213
2311402802856;2802856;CAPS DE QUIXERAMOBIM 2;63800000;70;23;;2018;12;2;CAPS II;231140;Ceará;8936431;Quixeramobim;78502;CE;23008;8ª Região Quixadá;304708
3128706686338;6686338;CENTRO DE ANTENCAO PSICOSSOCIAL CAPS I;37800000;70;31;;2018;12;1;CAPS I;312870;Minas Gerais;20732660;Guaxupé;51015;MG;31002;Guaxupé;141674
3107106562612;6562612;CENTRO DE ATENCAO PSICOSSOCIAL;37170000;70;31;;2018;12;2;CAPS II;310710;Minas Gerais;20732660;Boa Esperança;41060;MG;31011;Três Pontas;122875
3145606547907;6547907;CAPS AD REVIVER;35540000;70;31;;2018;12;3;CAPS III;314560;Minas Gerais;20732660;Oliveira;39256;MG;31088;Oliveira/Santo Antônio do Amparo;100148
3124102117010;2117010;CAPS 2 ESMERALDAS;35740000;70;31;;2018;12;2;CAPS II;312410;Minas Gerais;20732660;Esmeraldas;102608;MG;31017;Betim;773274
5300106585760;6585760;CENTRO DE ATENCAO PSICOSSOCIAL AD III CEILANDIA;72225011;70;53;;2018;12;6;CAPS ALCOOL E DROGAS III - MUNICIPAL;530019;Distrito Federal;2923369;Ceilandia;349955;DF;53007;OESTE;486591
1300806514200;6514200;CAPS JOSE MARIA PANTOJA;69200000;70;13;17;2018;12;1;CAPS I;130080;Amazonas;3952262;Borba;33209;AM;13003;Rio Madeira;197592
1501403163326;3163326;CENTRO DE ATENCAO PSICOSSOCIAL DA MARAMBAIA CAPS;66620740;70;15;;2018;12;1;CAPS I;150140;Pará;8442962;Belém;1367336;PA;15006;Metropolitana I;2084212
3537606439047;6439047;CENTRO DE ATENCAO PSICOSSOCIAL DE PERUIBE CAPS;11750000;70;35;;2018;12;1;CAPS I;353760;São Paulo;46024937;Peruíbe;69321;SP;35041;Baixada Santista;1835584
4304603731278;3731278;CAPS AD III TRAVESSIA;92010210;70;43;;2018;12;6;CAPS ALCOOL E DROGAS III - MUNICIPAL;430460;Rio Grande do Sul;11088065;Canoas;339133;RS;43008;Região 08 - Vale do Caí e Metropolitana;757693
3300506568025;6568025;CAPS UNIDADE BOM JARDIM;28660000;70;33;;2018;12;1;CAPS I;330050;Rio de Janeiro;16615526;Bom Jardim;28166;RJ;33009;Serrana;972989
4304203142426;3142426;CENTRO DE ATENDIMENTO PSICOSSOCIAL DE CANDELARIA;96930000;70;43;;2018;12;1;CAPS I;430420;Rio Grande do Sul;11088065;Candelária;28249;RS;43028;Região 28 - Vinte e Oito;339548
4314402253704;2253704;CAPS BARONESA;96077670;70;43;17;2018;12;2;CAPS II;431440;Rio Grande do Sul;11088065;Pelotas;324026;RS;43021;Região 21 - Sul;815309
4314402254158;2254158;CAPS FRAGATA;96030003;70;43;17;2018;12;2;CAPS II;431440;Rio Grande do Sul;11088065;Pelotas;324026;RS;43021;Região 21 - Sul;815309
2929706754228;6754228;CENTRO DE ATENCAO PSICOSSOCIAL DE SATIRO DIAS;48485000;70;29;;2018;12;1;CAPS I;292970;Bahia;14659023;Sátiro Dias;16021;BA;29001;Alagoinhas;506866
4112002397927;2397927;CENTRO DE ATENCAO PSICOSSOCIAL VOVO TONICA;84200000;70;41;;2018;12;1;CAPS I;411200;Paraná;11835379;Jaguariaíva;35527;PR;41003;3ª RS Ponta Grossa;675714
2608756748066;6748066;CENTRO DE ATENCAO PSICOSSOCIAL DE LAGOA GRANDE CAPS;56395000;70;26;;2018;12;1;CAPS I;260875;Pernambuco;9051113;Lagoa Grande;23580;PE;26009;Petrolina;529199
3550309363165;9363165;UNIDADE DE APOIO REDENCAO HELVETIA;1206010;70;35;17;2018;12;5;CAPS ALCOOL E DROGA;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
3548705468841;5468841;CAPS III AD CENTRO ANTONIO LANCETTI;9725750;70;35;17;2018;12;6;CAPS ALCOOL E DROGAS III - MUNICIPAL;354870;São Paulo;46024937;São Bernardo do Campo;832347;SP;35015;Grande ABC;2725209
5103404069668;4069668;CENTRO PSICOSSOCIAL INFANTIL;78085230;70;51;;2018;12;4;CAPS INFANTO/JUVENIL;510340;Mato Grosso;3784239;Cuiabá;694244;MT;51002;Baixada Cuiabana;1113003
3541609394087;9394087;CENTRO DE ATENCAO PSICOSSOCIAL ZENIA PONSO FOSCHI;16370000;70;35;;2018;12;1;CAPS I;354160;São Paulo;46024937;Promissão;35142;SP;35065;Lins;156807
4218702661365;2661365;CAPS II DR JOSE CARLOS DE CARVALHO;88704270;70;42;0;2018;12;2;CAPS II;421870;Santa Catarina;7762154;Tubarão;114389;SC;42016;Laguna;386545
2100475435544;5435544;CENTRO DE ATENCAO PSICOSOCIAL DE ALTO ALEGRE DO PINDARE;65398000;70;21;;2018;12;1;CAPS I;210047;Maranhão;6800605;Alto Alegre do Pindaré;25673;MA;21014;Santa Inês;342740
2924409391444;9391444;CAPS I DE PILAO ARCADO;47240000;70;29;;2018;12;1;CAPS I;292440;Bahia;14659023;Pilão Arcado;35326;BA;29016;Juazeiro;558845
3136202170760;2170760;SERVICO DE SAUDE MENTAL CAPS II;35930330;70;31;;2018;12;2;CAPS II;313620;Minas Gerais;20732660;João Monlevade;75838;MG;31023;João Monlevade;133782
3509502023431;2023431;CAPS III AD REVIVER;13087310;70;35;17;2018;12;3;CAPS III;350950;São Paulo;46024937;Campinas;1170247;SP;35072;Região Metropolitana de Campinas;3255127
3509502023407;2023407;CAPS III NOROESTE INTEGRACAO;13060077;70;35;17;2018;12;3;CAPS III;350950;São Paulo;46024937;Campinas;1170247;SP;35072;Região Metropolitana de Campinas;3255127
3509502023113;2023113;CAPS III SUL ANTONIO DA COSTA SANTOS;13041009;70;35;17;2018;12;3;CAPS III;350950;São Paulo;46024937;Campinas;1170247;SP;35072;Região Metropolitana de Campinas;3255127
5207909287884;9287884;CENTRO DE ATENCAO PSICOSSOCIAL DE FLORES DE GOIAS;73890000;70;52;;2018;12;1;CAPS I;520790;Goiás;6950976;Flores de Goiás;11627;GO;52003;Entorno Norte;271278
3530803334899;3334899;CENTRO DE ATENCAO PSICOSSOCIAL II MOGI MIRIM;13806305;70;35;0;2018;12;2;CAPS II;353080;São Paulo;46024937;Mogi Mirim;90997;SP;35141;Baixa Mogiana;327316
3548502050315;2050315;CENTRO ATENCAO PSICOSSOCIAL ALCOOL E DROGAS ZOI RCH MORROS I;11015020;70;35;;2018;12;5;CAPS ALCOOL E DROGA;354850;São Paulo;46024937;Santos;414029;SP;35041;Baixada Santista;1835584
3106200022837;22837;CENTRO DE REFERENCIA EM SAUDE MENTAL LESTE;31010420;70;31;17;2018;12;3;CAPS III;310620;Minas Gerais;20732660;Belo Horizonte;2392678;MG;31016;Belo Horizonte/ Nova Lima/ Caeté ;3292954
2302409280103;9280103;CAPS BOA VIAGEM;63870000;70;23;;2018;12;1;CAPS I;230240;Ceará;8936431;Boa Viagem;48213;CE;23005;5ª Região Canindé;185020
5006302536919;2536919;CENTRO DE ATENDIMENTO PSICOSOCIAL;79500000;70;50;;2018;12;1;CAPS I;500630;Mato Grosso do Sul;2833742;Paranaíba;40713;MS;50004;Três Lagoas;298437
1502400007862;7862;CAPS CENTRO DE ATENCAO PSICOSSOCIAL;68745000;70;15;;2018;12;3;CAPS III;150240;Pará;8442962;Castanhal;200003;PA;15008;Metropolitana III;883326
3550304049837;4049837;CAPS INFANTOJUVENIL II SANTO AMARO;4744040;70;35;;2018;12;4;CAPS INFANTO/JUVENIL;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
4316002225727;2225727;CAPS I ROLANTE;95690000;70;43;;2018;12;1;CAPS I;431600;Rio Grande do Sul;11088065;Rolante;21288;RS;43006;Região 06 - Vale do Paranhana e Costa Serra;221462
3129802115727;2115727;CENTRO DE ATENCAO PSICOSSOCIAL A CRIANCA E AO ADOLESCENTE;32410003;70;31;;2018;12;4;CAPS INFANTO/JUVENIL;312980;Minas Gerais;20732660;Ibirité;181943;MG;31018;Contagem;834145
3129802115794;2115794;CENTRO DE ATENCAO PSICOSSOCIAL DE IBIRITE;32410041;70;31;;2018;12;2;CAPS II;312980;Minas Gerais;20732660;Ibirité;181943;MG;31018;Contagem;834145
2916505667925;5667925;CAPS CENTRO DE ATENCAO PSICOSSOCIAL DE ITAPICURU;48475000;70;29;;2018;12;1;CAPS I;291650;Bahia;14659023;Itapicuru;32793;BA;29001;Alagoinhas;506866
2611309437258;9437258;CAPS CENTRO DE APOIO PSICOSSOCIAL DE POMBOS;55630000;70;26;;2018;12;1;CAPS I;261130;Pernambuco;9051113;Pombos;29499;PE;26010;Recife;3974714
3520909429786;9429786;CAPS IPAUSSU;18950000;70;35;;2018;12;1;CAPS I;352090;São Paulo;46024937;Ipaussu;14464;SP;35094;Ourinhos;235560
5007409563237;9563237;CENTRO DE ATENCAO PSICOSSOCIAL I;79480000;70;50;;2018;12;1;CAPS I;500740;Mato Grosso do Sul;2833742;Rio Verde de Mato Grosso;19810;MS;50001;Campo Grande;1549444
2412009597344;9597344;CENTRO DE ATENCAO PSICOSSOCIAL CAPS AD II;59299400;70;24;;2018;12;5;CAPS ALCOOL E DROGA;241200;Rio Grande do Norte;3303953;São Gonçalo do Amarante;115467;RN;24007;7ª Região de Saúde - Metropolitana;1263314
2603309480781;9480781;CAPS CALCADO;55375000;70;26;;2018;12;1;CAPS I;260330;Pernambuco;9051113;Calçado;11113;PE;26004;Garanhuns;537943
3202809260447;9260447;CAPS1 CENTRO DE ATENCAO PSICOSSOCIAL ANTONIO HAUTEQUESTT FIL;29330000;70;32;;2018;12;1;CAPS I;320280;Espírito Santo;3975100;Itapemirim;45801;ES;32004;Sul;678629
2311306852408;6852408;CAPS AD CASA NORTE;63902115;70;23;;2018;12;5;CAPS ALCOOL E DROGA;231130;Ceará;8936431;Quixadá;80701;CE;23008;8ª Região Quixadá;304708
2923206850553;6850553;CAPS I OLIVEIRA DOS BREJINHOS;47530000;70;29;17;2018;12;1;CAPS I;292320;Bahia;14659023;Oliveira dos Brejinhos;22850;BA;29008;Ibotirama;190189
4211106823440;6823440;CENTRO DE ATENCAO PSICOSSOCIAL HERCILIO TORQUATO DE OLIVEIRA;89380000;70;42;;2018;12;1;CAPS I;421110;Santa Catarina;7762154;Monte Castelo;7754;SC;42012;Planalto Norte;368363
3104009278788;9278788;CAPS AD;38183136;70;31;16;2018;12;5;CAPS ALCOOL E DROGA;310400;Minas Gerais;20732660;Araxá;116561;MG;31070;Araxá;198876
2512709276823;9276823;CAPS I DE REMIGIO;58398000;70;25;;2018;12;1;CAPS I;251270;Paraíba;4030961;Remígio;17888;PB;25003;3ª Região;189523
3306106844022;6844022;CAPS ALCOOL E DROGAS;27600000;70;33;;2018;12;5;CAPS ALCOOL E DROGA;330610;Rio de Janeiro;16615526;Valença;72264;RJ;33004;Médio Paraíba;873213
2928606851584;6851584;CAPS I DE SANTO AMARO;44200000;70;29;;2018;12;1;CAPS I;292860;Bahia;14659023;Santo Amaro;55935;BA;29020;Salvador;3133506
3550306954189;6954189;CAPS INFANTIL II CIDADE LIDER;8275610;70;35;;2018;12;4;CAPS INFANTO/JUVENIL;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
3550306954197;6954197;CAPS INFANTOJUVENIL GUAIANASES COLORIDAMENTE;8410070;70;35;;2018;12;4;CAPS INFANTO/JUVENIL;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
2310256939384;6939384;CAPS AD PARAIPABA;62685000;70;23;0;2018;12;5;CAPS ALCOOL E DROGA;231025;Ceará;8936431;Paraipaba;32278;CE;23002;2ª Região Caucaia;636924
4216006906788;6906788;CENTRO DE ATENCAO PSICOSSOCIAL CAPS;89885000;70;42;;2018;12;1;CAPS I;421600;Santa Catarina;7762154;São Carlos;10279;SC;42002;Oeste;404112
3502809314903;9314903;CAPS III ADULTO REDE DE ASSISTENCIA DE SAUDE DE ARACATUBA;16020065;70;35;0;2018;12;3;CAPS III;350280;São Paulo;46024937;Araçatuba;213929;SP;35021;Central do DRS II;311205
3513006981763;6981763;CAPS ALCOOL E DROGAS DR JOAO OLAVO DO CANTO NETO;6716737;70;35;;2018;12;0;;351300;São Paulo;46024937;Cotia;289622;SP;35013;Mananciais;1182458
2313606845495;6845495;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I;62350000;70;23;17;2018;12;1;CAPS I;231360;Ceará;8936431;Ubajara;32778;CE;23013;13ª Região Tianguá;322293
1505037344392;7344392;CENTRO DE ATENCAO PSICOSSOCIAL DE NOVO PROGRESSO;68193000;70;15;17;2018;12;1;CAPS I;150503;Pará;8442962;Novo Progresso;33636;PA;15010;Tapajós;274790
5201409495991;9495991;UAI UNIDADE DE ACOLHIMENTO INFANTIL;74961576;70;52;;2018;12;4;CAPS INFANTO/JUVENIL;520140;Goiás;6950976;Aparecida de Goiânia;500760;GO;52002;Centro Sul;923411
2605209463178;9463178;CAPS ESCADA;55500000;70;26;;2018;12;1;CAPS I;260520;Pernambuco;9051113;Escada;59526;PE;26008;Palmares;506802
2304239456333;9456333;CENTRO DE ATENCAO PSICOSSOCIAL;62390000;70;23;;2018;12;1;CAPS I;230423;Ceará;8936431;Croatá;17492;CE;23013;13ª Região Tianguá;322293
3509507953895;7953895;CAPS INFANTO JUVENIL RODA VIVA;13044165;70;35;;2018;12;4;CAPS INFANTO/JUVENIL;350950;São Paulo;46024937;Campinas;1170247;SP;35072;Região Metropolitana de Campinas;3255127
2605407960956;7960956;CAPS IZAUTINO HOLANDA DE OLIVEIRA;55715000;70;26;17;2018;12;1;CAPS I;260540;Pernambuco;9051113;Feira Nova;21362;PE;26006;Limoeiro;562022
3541309112618;9112618;CENTRO DE ATENCAO PSICOSSOCIAL SAO LUCAS;19470000;70;35;;2018;12;1;CAPS I;354130;São Paulo;46024937;Presidente Epitácio;38992;SP;35114;Extremo Oeste Paulista;87266
3127379162232;9162232;CAPS DE GOIABEIRA;35248000;70;31;;2018;12;1;CAPS I;312737;Minas Gerais;20732660;Goiabeira;2816;MG;31040;Resplendor;82979
4210309157832;9157832;CAPS I;89480000;70;42;;2018;12;4;CAPS INFANTO/JUVENIL;421030;Santa Catarina;7762154;Major Vieira;7359;SC;42012;Planalto Norte;368363
2505609201807;9201807;CAPS DIAMANTE PB;58994000;70;25;;2018;12;1;CAPS I;250560;Paraíba;4030961;Diamante;6291;PB;25007;7ª Região;141389
3303409218734;9218734;CAPS AD NOVA FRIBURGO;28605160;70;33;17;2018;12;5;CAPS ALCOOL E DROGA;330340;Rio de Janeiro;16615526;Nova Friburgo;204625;RJ;33009;Serrana;972989
3509509197257;9197257;CAPS AD SUDOESTE;13050060;70;35;;2018;12;5;CAPS ALCOOL E DROGA;350950;São Paulo;46024937;Campinas;1170247;SP;35072;Região Metropolitana de Campinas;3255127
3151109351760;9351760;CAPS I DE PIRAPETINGA;36735000;70;31;;2018;12;1;CAPS I;315110;Minas Gerais;20732660;Pirapetinga;11110;MG;31041;Além  Paraíba;51997
3520009288570;9288570;CAPS I IGARACU DO TIETE;17350000;70;35;;2018;12;1;CAPS I;352000;São Paulo;46024937;Igaraçu do Tietê;22743;SP;35064;Jaú;322857
2600809322191;9322191;CAPS I ALTINHO;55490000;70;26;;2018;12;1;CAPS I;260080;Pernambuco;9051113;Altinho;20657;PE;26003;Caruaru;1330571
2800300003158;3158;CAPS III LIBERDADE;49075190;70;28;;2018;12;3;CAPS III;280030;Sergipe;2211868;Aracaju;605309;SE;28001;Aracaju;818113
3105609505059;9505059;CAPS I ESTACAO VIDA;36205001;70;31;;2018;12;4;CAPS INFANTO/JUVENIL;310560;Minas Gerais;20732660;Barbacena;122894;MG;31013;Barbacena;219434
2304409596038;9596038;UNIDADE DE ACOLHIMENTO MARIO CLEITON MARCAL UAA;60334105;70;23;;2018;12;5;CAPS ALCOOL E DROGA;230440;Ceará;8936431;Fortaleza;2596157;CE;23001;1ª Região Fortaleza;2822811
2308105523044;5523044;CAPS DE MAURITI;63210000;70;23;;2018;12;2;CAPS II;230810;Ceará;8936431;Mauriti;45365;CE;23019;19ª Região Brejo Santo;208036
4109402743221;2743221;CAPS II GUARAPUAVA;85012050;70;41;;2018;12;2;CAPS II;410940;Paraná;11835379;Guarapuava;190342;PR;41005;5ª RS Guarapuava;463694
3115302709430;2709430;CAPS I CATAGUASES;36770001;70;31;;2018;12;1;CAPS I;311530;Minas Gerais;20732660;Cataguases;68214;MG;31044;Leopoldina / Cataguases;170025
3541409224424;9224424;CAPS III ANA JACINTA;19064000;70;35;17;2018;12;3;CAPS III;354140;São Paulo;46024937;Presidente Prudente;226692;SP;35112;Alta Sorocabana;406730
4209102623102;2623102;CAPS AD CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;89202165;70;42;;2018;12;5;CAPS ALCOOL E DROGA;420910;Santa Catarina;7762154;Joinville;617979;SC;42011;Nordeste;780182
2706903569756;3569756;CAPS DR CARLOS ALBERTO CANUTO;57150000;70;27;;2018;12;1;CAPS I;270690;Alagoas;3125254;Pilar;35433;AL;27001;1ª Região de Saúde;1250904
2904759277080;9277080;CENTRO DE ATENCAO PSICOSSOCIAL DE BURITIRAMA;47120000;70;29;16;2018;12;1;CAPS I;290475;Bahia;14659023;Buritirama;19514;BA;29008;Ibotirama;190189
2931905434904;5434904;CAPS CENTRO DE ATENCAO PSICOSSOCIAL;48790000;70;29;;2018;12;1;CAPS I;293190;Bahia;14659023;Tucano;48062;BA;29025;Serrinha;641288
3304202273152;2273152;CAPS NUCLEO DE ATENCAO CASA ABERTA;27520174;70;33;0;2018;12;2;CAPS II;330420;Rio de Janeiro;16615526;Resende;128460;RJ;33004;Médio Paraíba;873213
3553909276874;9276874;CAPS I REGIONAL DE TARABAI;19210000;70;35;;2018;12;1;CAPS I;355390;São Paulo;46024937;Tarabai;6535;SP;35112;Alta Sorocabana;406730
3550302815435;2815435;CAPS ADULTO III SAPOPEMBA;3976020;70;35;;2018;12;3;CAPS III;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
2919803024636;3024636;CENTRO DE ATENCAO PSICOSOCIAL DE MACAUBAS;46500000;70;29;;2018;12;2;CAPS II;291980;Bahia;14659023;Macaúbas;41631;BA;29003;Brumado;395201
3303409491309;9491309;CAPSI BRASILEIRINHOS;28625190;70;33;17;2018;12;4;CAPS INFANTO/JUVENIL;330340;Rio de Janeiro;16615526;Nova Friburgo;204625;RJ;33009;Serrana;972989
3131902117002;2117002;ITABIRITO CAPS I;35450000;70;31;;2018;12;1;CAPS I;313190;Minas Gerais;20732660;Itabirito;58544;MG;31022;Ouro Preto;199503
3114109448985;9448985;CAPS I DE CARMO DE MINAS;37472000;70;31;;2018;12;4;CAPS INFANTO/JUVENIL;311410;Minas Gerais;20732660;Carmo de Minas;13286;MG;31008;São Lourenço;255606
3302709445900;9445900;CENTRO DE ATENCAO PSICOSSOCIAL INFANTO JUVENIL DE MARICA;24900775;70;33;;2018;12;4;CAPS INFANTO/JUVENIL;330270;Rio de Janeiro;16615526;Maricá;223938;RJ;33006;Metropolitana II;2015798
2922009474773;9474773;CENTRO DE ATENCAO PSICOSSOCIAL DE ITABATA;45936000;70;29;;2018;12;5;CAPS ALCOOL E DROGA;292200;Bahia;14659023;Mucuri;38082;BA;29026;Teixeira de Freitas;436461
3550303010201;3010201;CAPS AD PINHEIROS;5429010;70;35;;2018;12;5;CAPS ALCOOL E DROGA;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
2800203049833;3049833;CAPS I ESPERANCA;49790000;70;28;;2018;12;1;CAPS I;280020;Sergipe;2211868;Aquidabã;20126;SE;28007;Propriá;148146
4322602235978;2235978;CAPS II CENTRO DE ATENDIMENTO PSICOSSOCIAL;95800000;70;43;;2018;12;2;CAPS II;432260;Rio Grande do Sul;11088065;Venâncio Aires;68420;RS;43028;Região 28 - Vinte e Oito;339548
3550302027003;2027003;CAPS INFANTO JUVENIL LAPA;5301060;70;35;;2018;12;4;CAPS INFANTO/JUVENIL;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
3543902055910;2055910;CAPSAD LUZAN YARA PEREIRA RIO CLARO;13500410;70;35;;2018;12;5;CAPS ALCOOL E DROGA;354390;São Paulo;46024937;Rio Claro;206950;SP;35104;Rio Claro;263610
3525902095777;2095777;CAPS III SEM FRONTEIRAS;13214300;70;35;;2018;12;3;CAPS III;352590;São Paulo;46024937;Jundiaí;459789;SP;35073;Jundiaí;878678
1500859324089;9324089;CAPS I ANAPU;68365000;70;15;;2018;12;1;CAPS I;150085;Pará;8442962;Anapu;33566;PA;15012;Xingu;395787
3146102112639;2112639;OURO PRETO SERVICO DE SAUDE MENTAL DE OURO PRETO;35400000;70;31;16;2018;12;2;CAPS II;314610;Minas Gerais;20732660;Ouro Preto;76069;MG;31022;Ouro Preto;199503
3131309346376;9346376;CAPSI COMVIVENDO;35164254;70;31;;2018;12;2;CAPS II;313130;Minas Gerais;20732660;Ipatinga;211094;MG;31037;Ipatinga;350859
1507302694875;2694875;CENTRO DE ATENCAO PSICOSSOCIAL CAPS XINGU;68380000;70;15;17;2018;12;1;CAPS I;150730;Pará;8442962;São Félix do Xingu;81161;PA;15001;Araguaia;477554
5106253207870;3207870;CAPS1 CENTRO ATENCAO PSICOSSOCIAL;78690000;70;51;;2018;12;1;CAPS I;510625;Mato Grosso;3784239;Nova Xavantina;26467;MT;51005;Garças Araguaia;142540
3203059520872;9520872;CENTRO DE ATENCAO PSICOSSOCIAL I CAPS I;29950000;70;32;;2018;12;1;CAPS I;320305;Espírito Santo;3975100;Jaguaré;28911;ES;32005;Central Norte;913427
3529909479287;9479287;RESIDENCIA TERAPEUTICA TIPO II MIRACATU;11850000;70;35;;2018;12;1;CAPS I;352990;São Paulo;46024937;Miracatu;20234;SP;35121;Vale do Ribeira;289797
3131206338763;6338763;CAPS VIDA IPANEMA;36950000;70;31;;2018;12;1;CAPS I;313120;Minas Gerais;20732660;Ipanema;19209;MG;31059;Manhuaçu;344382
3552509186271;9186271;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;8674210;70;35;;2018;12;5;CAPS ALCOOL E DROGA;355250;São Paulo;46024937;Suzano;330710;SP;35011;Alto do Tietê;3106798
2211006427219;6427219;CENTRO DE ATENCAO PSICOSSOCIAL SUL;64018500;70;22;;2018;12;2;CAPS II;221100;Piauí;3270174;Teresina;868523;PI;22004;Entre Rios;1244584
2925759257128;9257128;CAPS I DR NISE DA SILVEIRA;45416000;70;29;0;2018;12;1;CAPS I;292575;Bahia;14659023;Presidente Tancredo Neves;27662;BA;29022;Santo Antônio de Jesus;452458
1508102621533;2621533;CENTRO DE ATENCAO PSICO SOCIAL MACHADO DE ASSIS CAPS;68458030;70;15;;2018;12;2;CAPS II;150810;Pará;8442962;Tucuruí;90232;PA;15004;Lago de Tucuruí;335023
2801309299041;9299041;CAPS I COSME DOS SANTOS;49700000;70;28;0;2018;12;1;CAPS I;280130;Sergipe;2211868;Capela;31674;SE;28006;Nossa Senhora do Socorro;337640
2305659282424;9282424;CENTRO DE ANTECAO PSICOSSOCIAL DE IPAPORANGA;62215000;70;23;;2018;12;1;CAPS I;230565;Ceará;8936431;Ipaporanga;11575;CE;23015;15ª Região Crateús;290296
5215309431365;9431365;CAPS ARTHUR SILVA;75280000;70;52;;2018;12;1;CAPS I;521530;Goiás;6950976;Orizona;16127;GO;52002;Centro Sul;923411
3304909462252;9462252;CENTRO DE ATENCAO PSICOSSOCIAL CAPSI ALCANTARA;24710470;70;33;;2018;12;4;CAPS INFANTO/JUVENIL;330490;Rio de Janeiro;16615526;São Gonçalo;929446;RJ;33006;Metropolitana II;2015798
